Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
"ang buto ng sesamoid,",DT.* NN.* CC.* FW PM.*,DTC NNC CCB FW PMC,"ang buto ng sesamoid,",
at ang buto ng pastern.,CC.* DT.* NN.* CC.* NN.* PM.*,CCA DTC NNC CCB NNC PMP,at ang buto ng pastern.,
Laminitis ang natamo ng kaliwang panglikod na binti dahilan ng karagdagang bigat na pasan ng binti ng kabayo.,NN.* DT.* VB.* CC.* JJ.*_CC.* JJ.* CC.* NN.* NN.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,NNP DTC VBTS CCB JJD_CCP JJD CCP NNC NNC CCB JJD_CCP NNC CCP NNC CCB NNC CCB NNC PMP,laminitis ang tamo ng kaliwa panglikod na binti dahilan ng karagdagang bigat na pasan ng binti ng kabayo.,
Naging kapansin-pansin pansamantala na makakabawi si Barbaro;,VB.* NN.* PM.* NN.* JJ.* CC.* VB.* DT.* NN.* PM.*,VBTS NNC PMS NNC JJD CCP VBW DTP NNP PMSC,naging pansin pansamantala na bawi si barbaro;,
"nang mga unang araw ng buwang ito,",RB.* DT.* JJ.*_CC.* NN.* CC.* NN.*_CC.* PR.* PM.*,RBW DTCP JJN_CCP NNC CCB NNC_CCP PRO PMC,"nang mga una araw ng buwang ito,",
ang kabayo ay nagtamo ng dalawang signipikanteng sagabal na labis na nagpababa sa kanyang panghuling pagkakataon para sa ikaliligtas ng kanyang buhay.,DT.* NN.* LM VB.* CC.* JJ.*_CC.* JJ.*_CC.* NN.* CC.* JJ.* CC.* VB.* CC.* PR.*_CC.* JJ.*_CC.* NN.* CC.* CC.* NN.* CC.* PR.*_CC.* NN.* PM.*,DTC NNC LM VBTS CCB JJN_CCP JJD_CCP NNC CCP JJCS CCP VBTS CCT PRSP_CCP JJD_CCP NNC CCT CCT NNC CCB PRSP_CCP NNC PMP,ang kabayo ay tamo ng dalawa signipikanteng sagabal na labis na baba sa kanya panghuling taon para sa ligtas ng kanya buhay.,
Ang tatlong-taong edad na kabayo ay sumailalim sa biglaang operasyon noong ika-20 ng Mayo para mapagsama ang dalawang kasukasuan sa napinsalang panglikod na binti.,DT.* JJ.*_CC.* PM.* NN.*_CC.* NN.* CC.* NN.* LM VB.* CC.* JJ.*_CC.* NN.* RB.*_CC.* JJ.* PM.* CD.* CC.* NN.* CC.* VB.* DT.* JJ.*_CC.* NN.* CC.* VB.*_CC.* JJ.* CC.* NN.* PM.*,DTC JJN_CCP PMS NNC_CCP NNC CCP NNC LM VBAF CCT JJD_CCP NNC RBW_CCP JJN PMS CDB CCB NNP CCT VBW DTC JJN_CCP NNC CCT VBTS_CCP JJD CCP NNC PMP,ang tao edad na kabayo ay sumailalim sa biglaang operasyon noo ika-20 ng mayo para sama ang dalawa kasukasuan sa pinsala panglikod na binti.,
Kinailangan noong ika-27 ng Enero ng mas masidhing operasyon para maipasok ang dalawang bakal na talasok sa isa sa mga gumaling na buto.,VB.* RB.*_CC.* JJ.* PM.* CD.* CC.* NN.* CC.* JJ.* JJ.*_CC.* NN.* CC.* VB.* DT.* JJ.*_CC.* NN.* CC.* NN.* CC.* PR.* CC.* DT.* VB.* CC.* NN.* PM.*,VBTR RBW_CCP JJN PMS CDB CCB NNP CCB JJCC JJD_CCP NNC CCT VBW DTC JJN_CCP NNC CCP NNC CCT PRI CCT DTCP VBAF CCP NNC PMP,kaila noo ika-27 ng enero ng mas sidhi operasyon para pasok ang dalawa bakal na talasok sa isa sa mga galing na buto.,
"Ang pinakahuling kaparaanan ay mas lalong mapanganib sapagkat ito ay nakapagsalin ng mas mabigat na timbang sa binti,",DT.* JJ.*_JJ.*_CC.* NN.* LM JJ.* JJ.*_CC.* JJ.* CC.* PR.* LM VB.* CC.* JJ.* JJ.* CC.* NN.* CC.* NN.* PM.*,DTC JJCS_JJD_CCP NNC LM JJCC JJCC_CCP JJD CCR PRO LM VBTS CCB JJCC JJD CCP NNC CCT NNC PMC,"ang huli kaparaanan ay mas lalo panganib sapagkat ito ay salin ng mas bigat na timbang sa binti,",
na ang isang paa na nakatuon sa sahig ay hindi nagdadala ng anumang bigat.,CC.* DT.* PR.*_CC.* NN.* CC.* VB.* CC.* NN.* LM RB.* VB.* CC.* PR.*_CC.* NN.* PM.*,CCP DTC PRI_CCP NNC CCP VBTS CCT NNC LM RBF VBTR CCB PRI_CCP NNC PMP,na ang isa paa na tuon sa sahig ay hindi dala ng anumang bigat.,
"Ang kanang hulihang paa ay lumulubha na,",DT.* JJ.*_CC.* NN.*_CC.* NN.* LM VB.*_VB.* RB.* PM.*,DTC JJD_CCP NNC_CCP NNC LM VBTR_VBAF RBI PMC,"ang kana hulihang paa ay lubha na,",
nang magkaroon ng makirot na naknak sa mga unang araw ng linggo.,RB.* VB.* CC.* JJ.* CC.* VB.* CC.* DT.* JJ.*_CC.* NN.* CC.* NN.* PM.*,RBW VBW CCB JJD CCP VBTS CCT DTCP JJN_CCP NNC CCB NNC PMP,nang roon ng kirot na naknak sa mga una araw ng linggo.,
"Ang labi ng eroplanong ATR72 na bumagsak sa dagat malapit sa Sicily,",DT.* NN.* CC.* NN.*_CC.* NN.* CC.* VB.* CC.* NN.* JJ.* CC.* NN.* PM.*,DTC NNC CCB NNC_CCP NNP CCP VBAF CCT NNC JJD CCT NNP PMC,"ang labi ng eroplano atr72 na bagsak sa dagat lapit sa sicily,",
Italy noong Agosto 6 ay natagpuan na.,NN.* RB.*_CC.* NN.* CD.* LM VB.* RB.* PM.*,NNP RBW_CCP NNP CDB LM VBTS RBI PMP,italy noo agosto 6 ay natagpuan na.,
"Isa sa dalawang itim na kahon na naglalaman ng naitalang komunikasyon,",PR.* CC.* JJ.*_CC.* JJ.* CC.* NN.* CC.* VB.* CC.* VB.*_CC.* NN.* PM.*,PRI CCT JJN_CCP JJD CCP NNC CCP VBTR CCB VBTS_CCP NNC PMC,"isa sa dalawa itim na kahon na laman ng tala komunikasyon,",
at ang kumpletong balangkas ng mga instrumento at kontrol sa cockpit ay nabawi.,CC.* DT.* JJ.*_CC.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* FW LM VB.* PM.*,CCA DTC JJD_CCP NNC CCB DTCP NNC CCA NNC CCT FW LM VBTS PMP,at ang kumpleto balangkas ng mga instrumento at kontrol sa cockpit ay nabawi.,
"Isa sa tatlong katao na patuloy na nawawala mula sa aksidente ay natagpuan,",PR.* CC.* JJ.*_CC.* NN.* CC.* RB.* CC.* VB.* RB.* CC.* NN.* LM VB.* PM.*,PRI CCT JJN_CCP NNC CCP RBD CCP VBTR RBL CCT NNC LM VBTS PMC,"isa sa tatlong tao na tuloy na wala mula sa aksidente ay natagpuan,",
samantalang wala pang bakas sa nawawala pang dalawa.,CC.* VB.* RB.*_CC.* NN.* CC.* VB.* RB.*_CC.* CD.* PM.*,CCT VBN RBI_CCP NNC CCT VBTR RBI_CCP CDB PMP,samantala wala pang bakas sa wala pang dalawa.,
Ang pagkakakilanlan ng natagpuang bangkay ay hindi pa nababatid (at ang pagkilala nito ay inaasahang hindi madali).,DT.* NN.* CC.* VB.*_CC.* NN.* LM RB.* RB.* VB.* NN.* CC.* DT.* NN.* PR.* LM VB.*_CC.* RB.* JJ.* NN.* PM.*,DTC NNC CCB VBTS_CCP NNC LM RBF RBI VBTR NNPA CCA DTC NNC PRO LM VBTR_CCP RBF JJD NNPA PMP,ang pagkakakilanlan ng natagpuang bangkay ay hindi pa batid (at ang kilala nito ay inaasahang hindi madali).,
"Isang pagsisiyasat ang nalathala ngayon ng Intesaconsumatori na asosasyon ng Italy (Unyon ng mga Konsumer) na nagsasabing 61 porsyento ng mga Italyano ang takot ng mag-eroplano,",PR.*_CC.* NN.* DT.* VB.* RB.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* NN.* CC.* DT.* NN.* NN.* CC.* VB.*_CC.* CD.* NN.* CC.* DT.* NN.* DT.* NN.* CC.* VB.* PM.* NN.* PM.*,PRI_CCP NNC DTC VBTS RBW CCB NNP CCP NNC CCB NNP NNPA NNP CCB DTCP NNP NNPA CCP VBTR_CCP CDB NNC CCB DTCP NNP DTC NNC CCB VBW PMS NNC PMC,"isa siyasat ang lathala ngayon ng intesaconsumatori na asosasyon ng italy (unyon ng mga konsumer) na sabi 61 porsyento ng mga italyano ang takot ng mag-eroplano,",
samantalang 41 porsyento ng populasyon ay nangangamba sa kaligtasan sa eroplano kumpara sa naramdaman nila nuong nakaraang buwan.,CC.* CD.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* NN.* NN.* CC.* VB.* PR.* RB.*_CC.* RB.*_CC.* NN.* PM.*,CCT CDB NNC CCB NNC LM VBTR CCT NNC CCT NNC NNC CCT VBTS PRP RBW_CCP RBW_CCP NNC PMP,samantala 41 porsyento ng populasyon ay ngamba sa ligtas sa eroplano kumpara sa ramdam nila nuong nakaraang buwan.,
"Ayon sa pagsisiyasat,",RB.* CC.* NN.* PM.*,RBR CCT NNC PMC,"ayon sa pagsisiyasat,",
"20 porsyento ay nakahandang lumapag mula sa eroplano,",CD.* NN.* LM VB.*_CC.* VB.* RB.* CC.* NN.* PM.*,CDB NNC LM VBTS_CCP VBAF RBL CCT NNC PMC,"20 porsyento ay handa lapag mula sa eroplano,",
"o tumatangging sumakay sa eroplano,",CC.* RB.*_CC.* VB.* CC.* NN.* PM.*,CCT RBD_CCP VBAF CCT NNC PMC,"o tanggi sakay sa eroplano,",
kung malalaman nila na ang kompanya ng eroplano ay iba sa naunang nabanggit na binilihan nila ng tiket.,CC.* VB.* PR.* CC.* DT.* NN.* CC.* NN.* LM PR.* CC.* VB.*_CC.* VB.* CC.* VB.* PR.* CC.* NN.* PM.*,CCR VBTF PRP CCP DTC NNC CCB NNC LM PRI CCT VBTS_CCP VBTS CCP VBOF PRP CCB NNC PMP,kung laman nila na ang kompanya ng eroplano ay iba sa una banggit na bili nila ng tiket.,
Ang Munich na isang lungsod ng Alemanya ay inantala ang pasimula ng kanilang paglilipat ng antas sa Linux hanggang 2006.,DT.* NN.* CC.* PR.*_CC.* NN.* CC.* NN.* LM VB.* DT.* RB.* CC.* PR.*_CC.* NN.* CC.* NN.* CC.* NN.* RB.* CD.* PM.*,DTC NNP CCP PRI_CCP NNC CCB NNP LM VBTS DTC RBW CCB PRSP_CCP NNC CCB NNC CCT NNP RBW CDB PMP,ang munich na isa lungsod ng alemanya ay inantala ang simula ng kanila lipat ng antas sa linux hanggang 2006.,
"Ang paglilipat ay orihinal na nakatakdang magsimula ngayong taon,",DT.* NN.* LM JJ.* CC.* VB.*_CC.* VB.* RB.*_CC.* NN.* PM.*,DTC NNC LM JJD CCP VBTS_CCP VBAF RBW_CCP NNC PMC,"ang lipat ay orihinal na takda simula ngayong taon,",
makalipas ang tatlong taon nang magkaroon ng desisyon para sa paglilipat sa Linux.,VB.* DT.* JJ.*_CC.* NN.* RB.* VB.* CC.* NN.* CC.* CC.* NN.* CC.* NN.* PM.*,VBW DTC JJN_CCP NNC RBW VBW CCB NNC CCT CCT NNC CCT NNP PMP,lipas ang tatlong taon nang roon ng desisyon para sa lipat sa linux.,
"Si Peter Hofmann,",DT.* NN.* NN.* PM.*,DTP NNP NNP PMC,"si peter hofmann,",
ang lider ng proyekto para sa migrasyon ay nagsabing ang pagkaantala ay dahil sa ""ang pilot ay mas mahalaga kaysa sa nauna naming kaisipan at kailangang mas tumagal."",DT.* NN.* CC.* NN.* CC.* CC.* NN.* LM VB.* DT.* NN.* LM CC.* CC.* PM.* DT.* NN.* LM JJ.* JJ.* JJ.* CC.* VB.* PR.*_CC.* NN.* CC.* VB.*_CC.* JJ.* VB.* PM.* PM.*,DTC NNC CCB NNC CCT CCT NNC LM VBTS DTC NNC LM CCR CCT PMS DTC NNC LM JJCC JJD JJC CCT VBTS PRP_CCP NNC CCA VBS_CCP JJCC VBAF PMP PMS,ang lider ng proyekto para sa migrasyon ay sabi ang antala ay dahil sa ""ang pilot ay mas halaga kaysa sa una nami isip at kailangang mas tumagal."",
"Sa oras na ang pilot ay nakumpleto,",CC.* NN.* CC.* DT.* FW LM VB.* PM.*,CCT NNC CCP DTC FW LM VBTS PMC,"sa oras na ang pilot ay nakumpleto,",
lahat ng kagawaran ay unti-unting malilipat sa Linux at,PR.* CC.* NN.* LM JJ.* PM.* RB.*_CC.* VB.* CC.* NN.* CC.*,PRI CCB NNC LM JJD PMS RBD_CCP VBW CCT NNP CCA,lahat ng gawaran ay unti lipat sa linux at,
org.,FW PM.*,FW PMP,org.,
"Noong ika-28 ng Mayo,",RB.*_CC.* JJ.* PM.* CD.* CC.* NN.* PM.*,RBW_CCP JJN PMS CDB CCB NNP PMC,"noo ika-28 ng mayo,",
"2003,",CD.* PM.*,CDB PMC,"2003,",
"pangatlo sa pinakamalaking lungsod ng Alemanya,",JJ.* CC.* JJ.*_JJ.*_CC.* NN.* CC.* NN.* PM.*,JJN CCT JJCS_JJD_CCP NNC CCB NNP PMC,"tatlo sa laki lungsod ng alemanya,",
ay bumoto para malipat sa open source software.,LM VB.* CC.* VB.* CC.* FW FW FW PM.*,LM VBAF CCT VBW CCT FW FW FW PMP,ay boto para lipat sa open source software.,
"Nagdesisyon ang Munich na magpalit matapos na ang Microsoft ay hindi nagpatuloy sa pagsuporta para sa kasalukuyang OS,",VB.* DT.* NN.* CC.* VB.* VB.* CC.* DT.* NN.* LM RB.* VB.* CC.* VB.* CC.* CC.* RB.*_CC.* NN.* PM.*,VBTS DTC NNP CCP VBW VBW CCP DTC NNP LM RBF VBTS CCT VBW CCT CCT RBW_CCP NNPA PMC,"desisyon ang munich na palit tapos na ang microsoft ay hindi tuloy sa suporta para sa kasalukuyang os,",
Windows NT 4.,NN.* NN.* CD.* PM.*,NNP NNP CDB PMP,windows nt 4.,
"Bagaman ang Suse ay lubos na kabilang nuong mga naunang bahagi,",CC.* DT.* NN.* LM JJ.* CC.* CC.* RB.*_CC.* DT.* VB.*_CC.* NN.* PM.*,CCT DTC NNP LM JJCS CCP CCB RBW_CCP DTCP VBTS_CCP NNC PMC,"bagaman ang suse ay lubos na kabila nuong mga una bahagi,",
ang Debian ang panghuling napili para ipalit sa Windows para sa,DT.* NN.* DT.* JJ.*_CC.* VB.* CC.* VB.* CC.* NN.* CC.* CC.*,DTC NNP DTC JJD_CCP VBTS CCT VBOF CCT NNP CCT CCT,ang debian ang panghuling pili para palit sa windows para sa,
000 na desktop.,CD.* CC.* NN.* PM.*,CDB CCP NNC PMP,000 na desktop.,
"Ang paglilipat ay tinatayang magkakahalaga sa pagitan ng 30 at 34 milyong Euro,",DT.* NN.* LM VB.*_CC.* VB.* CC.* NN.* CC.* CD.* CC.* CD.* NN.*_CC.* NN.* PM.*,DTC NNC LM VBTR_CCP VBW CCT NNC CCB CDB CCA CDB NNC_CCP NNP PMC,"ang lipat ay taya halaga sa pagitan ng 30 at 34 milyong euro,",
sa oras na makumpleto ay makakaapekto sa humigit kumulang,CC.* NN.* CC.* VB.* LM VB.* CC.* VB.* VB.*,CCT NNC CCP VBW LM VBTF CCT VBAF VBAF,sa oras na kumpleto ay apekto sa higit kulang,
000 ng gumagamit nito.,CD.* CC.* VB.*_VB.* PR.* PM.*,CDB CCB VBTR_VBAF PRO PMP,000 ng gamit nito.,
Ang unang kagawaran na nakalipat sa Linux at,DT.* JJ.*_CC.* NN.* CC.* VB.* CC.* NN.* CC.*,DTC JJN_CCP NNC CCP VBTS CCT NNP CCA,ang una gawaran na lipat sa linux at,
"org ay ang magiging opisina ng punong alkalde na naitaas ang antas para sa kalagitnaan ng 2006,",FW LM DT.* VB.* NN.* CC.* JJ.*_CC.* NN.* CC.* VB.* DT.* NN.* CC.* CC.* NN.* CC.* CD.* PM.*,FW LM DTC VBTF NNC CCB JJD_CCP NNC CCP VBTS DTC NNC CCT CCT NNC CCB CDB PMC,"org ay ang igi opisina ng puno alkalde na taas ang antas para sa kalagitnaan ng 2006,",
bagaman hindi lahat ng mga kompyuter ng kagawaran ay agarang maililipat.,CC.* RB.* PR.* CC.* DT.* NN.* CC.* NN.* LM RB.*_CC.* VB.* PM.*,CCT RBF PRI CCB DTCP NNC CCB NNC LM RBD_CCP VBW PMP,bagaman hindi lahat ng mga kompyuter ng gawaran ay agarang maililipat.,
"Nasabi ni Peter Hoffman ""Ilan sa mga kagawaran ay magsisismula gamit ang OpenOffice para sa Windows,",VB.* DT.* NN.* NN.* PM.* PR.* CC.* DT.* NN.* LM VB.* VB.* DT.* NN.* CC.* CC.* NN.* PM.*,VBTS DTP NNP NNP PMS PRQ CCT DTCP NNC LM VBAF VBS DTC NNP CCT CCT NNP PMC,"sabi ni peter hoffman ""ilan sa mga gawaran ay magsisismula gamit ang openoffice para sa windows,",
ang iba naman ay magsisimula gamit ang OpenOffice sa Linux."",DT.* PR.* RB.* LM VB.* VB.* DT.* NN.* CC.* NN.* PM.* PM.*,DTC PRI RBI LM VBTF VBS DTC NNP CCT NNP PMP PMS,ang iba naman ay simula gamit ang openoffice sa linux."",
"Ang Presidente ng Hellenic Republic,",DT.* NN.* CC.* NN.* NN.* PM.*,DTC NNP CCB NNP NNP PMC,"ang presidente ng hellenic republic,",
"si Carolos Papoulias,",DT.* NN.* NN.* PM.*,DTP NNP NNP PMC,"si carolos papoulias,",
"ay dumalo sa seremonya ng inagurasyon ng Greek Orthodox Church of the Annunciation sa Alexandria,",LM VB.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* NN.* FW FW NN.* CC.* NN.* PM.*,LM VBAF CCT NNC CCB NNC CCB NNP NNP NNP FW FW NNP CCT NNP PMC,"ay dalo sa seremonya ng inagurasyon ng greek orthodox church of the annunciation sa alexandria,",
Egypt.,NN.* PM.*,NNP PMP,egypt.,
"Ang seremonya ay binasbasan ng Ekumenikal na Patriyarka ng Constantinople,",DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,DTC NNC LM VBTS CCB NNP CCP NNP CCB NNP PMC,"ang seremonya ay basbas ng ekumenikal na patriyarka ng constantinople,",
Bartholomew.,NN.* PM.*,NNP PMP,bartholomew.,
"Dumalo din,",VB.* RB.* PM.*,VBAF RBI PMC,"dalo din,",
"bilang karagdagan sa Presidente ng Greece,",CC.* NN.* CC.* NN.* CC.* NN.* PM.*,CCT NNC CCT NNP CCB NNP PMC,"bilang karagdagan sa presidente ng greece,",
"ay ang dalawang kagawad ng pamahalaan ng Greece,",LM DT.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* PM.*,LM DTC JJN_CCP NNC CCB NNC CCB NNP PMC,"ay ang dalawa kagawad ng pamahalaan ng greece,",
"ang dating Punong Ministro ng Greece,",DT.* JJ.*_CC.* NN.*_CC.* NN.* CC.* NN.* PM.*,DTC JJD_CCP NNP_CCP NNP CCB NNP PMC,"ang dating puno ministro ng greece,",
maraming negosyante at ang mga obispong Orthodox ng Africa.,PR.*_CC.* NN.* CC.* DT.* DT.* NN.*_CC.* NN.* CC.* NN.* PM.*,PRI_CCP NNC CCA DTC DTCP NNC_CCP NNP CCB NNP PMP,dami negosyante at ang mga obispo orthodox ng africa.,
Ang pagbuo ng Church of the Annunciation sa Alexandria ay tinustusan ng Onassis Foundation.,DT.* NN.* CC.* NN.* FW FW NN.* CC.* NN.* LM VB.* CC.* NN.* NN.* PM.*,DTC NNC CCB NNP FW FW NNP CCT NNP LM VBTS CCB NNP NNP PMP,ang buo ng church of the annunciation sa alexandria ay tinustusan ng onassis foundation.,
"Bukas,",JJ.* PM.*,JJD PMC,"bukas,",
hindi opisyal na makikipagkita si Presidente Popoulias sa Cairo kay Presidente Hosni Mubarak ng Egypt.,RB.* JJ.* CC.* VB.* DT.* NN.* NN.* CC.* NN.* DT.* NN.* NN.* NN.* CC.* NN.* PM.*,RBF JJD CCP VBTF DTP NNP NNP CCT NNP DTP NNP NNP NNP CCB NNP PMP,hindi opisyal na makikipagkita si presidente popoulias sa cairo kay presidente hosni mubarak ng egypt.,
Kinumpirma ng Nagkakaisang Bansa na ang kumboy nito sa Syria ay binomba kaninang hapon habang ibinalita ng grupo ng karapatang pantao na ang militar ng Syria ay sumalakay sa mga sibilyan sa kalapit na naglilibing sa patay sa bayan ng Syria na Khan Sheikhoun sa probinsya ng Idlib ngayong araw.,VB.* CC.* NN.*_CC.* NN.* CC.* DT.* NN.* PR.* CC.* NN.* LM VB.* JJ.*_CC.* NN.* RB.* VB.* CC.* NN.* CC.* NN.*_CC.* JJ.* CC.* DT.* NN.* CC.* NN.* LM VB.* CC.* DT.* NN.* CC.* JJ.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* NN.* CC.* NN.* RB.*_CC.* NN.* PM.*,VBTS CCB NNP_CCP NNP CCP DTC NNC PRO CCT NNP LM VBTS JJD_CCP NNC RBW VBTS CCB NNC CCB NNC_CCP JJD CCP DTC NNC CCB NNP LM VBAF CCT DTCP NNC CCT JJD CCP VBTR CCT NNC CCT NNC CCB NNP CCP NNP NNP CCT NNC CCB NNP RBW_CCP NNC PMP,kinumpirma ng nagkakaisang bansa na ang kumboy nito sa syria ay bomba kanina hapon habang balita ng grupo ng karapatang pantao na ang militar ng syria ay salakay sa mga sibilyan sa lapit na libing sa patay sa bayan ng syria na khan sheikhoun sa probinsya ng idlib ngayong araw.,
"Bago pa man ang pagbomba sa kumboy ng UN,",RB.* RB.* RB.* DT.* VB.* CC.* NN.* CC.* NN.* PM.*,RBW RBI RBI DTC VBW CCT NNC CCB NNPA PMC,"bago pa man ang bomba sa kumboy ng un,",
"mga bandang 1400 Eastern European Time (UTC+2),",DT.* JJ.*_CC.* CD.* NN.* NN.* NN.* NN.* NN.* PM.* CD.* NN.* PM.*,DTCP JJD_CCP CDB NNP NNP NNP NNPA NNPA PMS CDB NNPA PMC,"mga banda 1400 eastern europe time (utc+2),",
naipahayag na ang militar ng Syria ay sumalakay sa isang prusisyon ng paglilibing at iniulat na 20 katao ang napatay sa insidente.,VB.* RB.* DT.* NN.* CC.* NN.* LM VB.* CC.* PR.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* CD.* NN.* DT.* VB.* CC.* NN.* PM.*,VBTS RBI DTC NNC CCB NNP LM VBAF CCT PRI_CCP NNC CCB NNC CCA VBTS CCP CDB NNC DTC VBTS CCT NNC PMP,hayag na ang militar ng syria ay salakay sa isa prusisyon ng libing at ulat na 20 tao ang patay sa insidente.,
Ang pag-atake sa mga sibilyan ng mga militar ng Syria ay iniulat ng Obserbatoryo ng Syria sa mga Karapatang Pantao.,DT.* CC.* PM.* NN.* CC.* DT.* NN.* CC.* DT.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* DT.* NN.*_CC.* NN.* PM.*,DTC CCR PMS NNC CCT DTCP NNC CCB DTCP NNC CCB NNP LM VBTS CCB NNP CCB NNP CCT DTCP NNP_CCP NNP PMP,ang atake sa mga sibilyan ng mga militar ng syria ay ulat ng obserbatoryo ng syria sa mga karapatang pantao.,
"Ayon kay Martin Nesirky,",RB.* DT.* NN.* NN.* PM.*,RBR DTP NNP NNP PMC,"ayon kay martin nesirky,",
"ang tagapagsalita ng Nagkakaisang Bansa para kay Kalihim-Heneral Ban Ki-moon,",DT.* NN.* CC.* NN.*_CC.* NN.* CC.* DT.* NN.* PM.* NN.* NN.* NN.* PM.* FW PM.*,DTC NNC CCB NNP_CCP NNP CCT DTP NNP PMS NNP NNP NNP PMS FW PMC,"ang tagapagsalita ng nagkakaisang bansa para kay heneral ban ki-moon,",
isang IED na bomba ang tumama sa apat na gulong na sasakyan ng kumboy.,PR.*_CC.* NN.* CC.* NN.* DT.* VB.* CC.* JJ.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,PRI_CCP NNPA CCP NNC DTC VBAF CCT JJN CCP NNC CCP NNC CCB NNC PMP,isa ied na bomba ang tama sa apat na gulong na sasakyan ng kumboy.,
Isang tauhan ng UN ang iniwan pagkatapos ng pagsabog pero walang kawani ng UN ang nasugatan.,PR.*_CC.* NN.* CC.* NN.* DT.* VB.* VB.* CC.* NN.* CC.* VB.*_CC.* NN.* CC.* NN.* DT.* VB.* PM.*,PRI_CCP NNC CCB NNPA DTC VBOF VBW CCB NNC CCT VBN_CCP NNC CCB NNPA DTC VBTS PMP,isa tauhan ng un ang iniwan tapos ng sabog pero wala kawani ng un ang nasugatan.,
"Hindi nagtagal,",RB.* VB.* PM.*,RBF VBTS PMC,"hindi nagtagal,",
nagpadala ang UN ng isang patrol para sunduin ang tauhan na naiwan.,VB.* DT.* NN.* CC.* PR.*_CC.* FW CC.* VB.* DT.* NN.* CC.* VB.* PM.*,VBTS DTC NNPA CCB PRI_CCP FW CCT VBOF DTC NNC CCP VBTS PMP,dala ang un ng isa patrol para sunduin ang tauhan na naiwan.,
Naiulat sa isang bidyo na inilagay sa websayt na nagbabahagi ng bidyo na YouTube na nagpapakita ng kumboy ng UN habang pinatatamaan at binobomba.,VB.* CC.* PR.*_CC.* NN.* CC.* VB.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* RB.* VB.* CC.* VB.* PM.*,VBTS CCT PRI_CCP NNC CCP VBTS CCT NNC CCP VBTR CCB NNC CCP NNP CCP VBTR CCB NNC CCB NNPA RBW VBTR CCA VBTR PMP,ulat sa isa bidyo na lagay sa websayt na bahagi ng bidyo na youtube na kita ng kumboy ng un habang tama at binobomba.,
Humigit-kumulang na isang dosenang sibilyan ang nakitang nakapalibot sa nangungunang sasakyan ng kumboy na nakikipag-usap sa mga tagapagmasid ng UN.,VB.* PM.* VB.* CC.* PR.*_CC.* NN.*_CC.* NN.* DT.* RB.*_CC.* VB.* CC.* VB.*_CC.* NN.* CC.* NN.* CC.* VB.* PM.* NN.* CC.* DT.* NN.* CC.* NN.* PM.*,VBAF PMS VBAF CCP PRI_CCP NNC_CCP NNC DTC RBD_CCP VBTS CCT VBTR_CCP NNC CCB NNC CCP VBTR PMS NNC CCT DTCP NNC CCB NNPA PMP,kulang na isa dosena sibilyan ang kita libot sa nangungunang sasakyan ng kumboy na usap sa mga tagapagmasid ng un.,
"Pagkatapos ng ilang segundo,",VB.* CC.* PR.*_CC.* NN.* PM.*,VBW CCB PRQ_CCP NNC PMC,"tapos ng ilang segundo,",
isang bomba ang sumabog malapit sa mukhang sinasabing nangungunang sasakyan ng kumboy na lubos na nakasira sa harapan ng huling bahagi ng sasakyan at nakapinsala sa ilang sibilyan.,PR.*_CC.* NN.* DT.* VB.* JJ.* CC.* JJ.*_CC.* VB.*_CC.* VB.*_CC.* NN.* CC.* NN.* CC.* JJ.* CC.* VB.* CC.* NN.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* PR.*_CC.* NN.* PM.*,PRI_CCP NNC DTC VBAF JJD CCT JJD_CCP VBTR_CCP VBTR_CCP NNC CCB NNC CCP JJCS CCP VBTS CCT NNC CCB JJD_CCP NNC CCB NNC CCA VBTS CCT PRQ_CCP NNC PMP,isa bomba ang sabog lapit sa mukhang sabi nangungunang sasakyan ng kumboy na lubos na sira sa harap ng huli bahagi ng sasakyan at pinsala sa ilang sibilyan.,
"Ang nangungunang sasakyan,",DT.* VB.*_CC.* NN.* PM.*,DTC VBTR_CCP NNC PMC,"ang nangungunang sasakyan,",
"na patuloy na tumatakbo pa,",CC.* RB.* CC.* VB.*_VB.* RB.* PM.*,CCP RBD CCP VBTR_VBAF RBI PMC,"na tuloy na takbo pa,",
ay nagsimula nang iwanan ang lugar.,LM VB.* RB.* VB.* DT.* NN.* PM.*,LM VBTS RBW VBOF DTC NNC PMP,ay simula nang iwanan ang lugar.,
